apicode,primary_screw,recip,sales_delivery_point
"49-005-58472","Pearson Draw","South Prong","Fort Union"
"49-005-58474","Pearson Draw","South Prong","Fort Union"
"49-005-58476","Pearson Draw","South Prong","Fort Union"
"49-005-58477","Pearson Draw","South Prong","Fort Union"
"49-005-58478","Pearson Draw","South Prong","Fort Union"
"49-005-58479","Surfer","alibu","Fort Union"
"49-005-58587","Tabitha","ontgomery","Fort Union"
"49-005-58588","Tabitha","ontgomery","Fort Union"
"49-005-58589","Tabitha","ontgomery","Fort Union"
"49-005-58590","Pearson Draw","South Prong","Fort Union"
"49-005-58591","Surfer","alibu","Fort Union"
"49-005-58592","Surfer","alibu","Fort Union"
"49-005-58593","Surfer","alibu","Fort Union"
"49-005-58594","Pearson Draw","South Prong","Fort Union"
"49-005-58649","Tabitha","ontgomery","Fort Union"
"49-005-58650","Tabitha","ontgomery","Fort Union"
"49-005-58651","Tabitha","ontgomery","Fort Union"
"49-005-58652","Wildcat","organ Draw","Fort Union"
"49-005-58653","Sycamore","ontgomery","Fort Union"
"49-005-58654","Sycamore","ontgomery","Fort Union"
"49-005-58677","Wormwood","Jaq/Newport/Pumpkin","Fort Union"
"49-005-58678","Wormwood","Jaq/Newport/Pumpkin","Fort Union"
"49-005-58679","Wormwood","Jaq/Newport/Pumpkin","Fort Union"
"49-005-58680","Wormwood","Jaq/Newport/Pumpkin","Fort Union"
"49-005-58695","Sycamore","ontgomery","Fort Union"
"49-005-58697","Sycamore","ontgomery","Fort Union"
"49-005-58698","Gas Draw","Horse Creek","IGC"
"49-005-58699","Chicken","Horse Creek","IGC"
"49-005-58700","Chicken","Horse Creek","IGC"
"49-005-58701","Chicken","Horse Creek","IGC"
"49-005-58703","Chicken","Horse Creek","IGC"
"49-005-58704","Chicken","Horse Creek","IGC"
"49-005-58705","Chicken","Horse Creek","IGC"
"49-005-58706","Chicken","Horse Creek","IGC"
"49-005-58707","Chicken","Horse Creek","IGC"
"49-005-58708","Chicken","Horse Creek","IGC"
"49-005-58709","Chicken","Horse Creek","IGC"
"49-005-58710","Chicken","Horse Creek","IGC"
"49-005-58711","Chicken","Horse Creek","IGC"
"49-005-58712","Chicken","Horse Creek","IGC"
"49-005-58713","Chicken","Horse Creek","IGC"
"49-005-58714","Chicken","Horse Creek","IGC"
"49-005-58715","Chicken","Horse Creek","IGC"
"49-005-58716","Chicken","Horse Creek","IGC"
"49-005-58717","Chicken","Horse Creek","IGC"
"49-005-58719","Chicken","Horse Creek","IGC"
"49-005-58721","Chicken","Horse Creek","IGC"
"49-005-58724","Chicken","Horse Creek","IGC"
"49-005-58725","Gas Draw","Horse Creek","IGC"
"49-005-58726","Chicken","Horse Creek","IGC"
"49-005-58727","Chicken","Horse Creek","IGC"
"49-005-58860","Dallas","Fletcher/Tex","Fort Union"
"49-005-58870","Sycamore","ontgomery","Fort Union"
"49-005-58872","Sycamore","ontgomery","Fort Union"
"49-005-58873","Sycamore","ontgomery","Fort Union"
"49-005-58875","Sycamore","ontgomery","Fort Union"
"49-005-58877","Sycamore","ontgomery","Fort Union"
"49-005-58879","Sycamore","ontgomery","Fort Union"
"49-005-58881","Sycamore","ontgomery","Fort Union"
"49-005-58884","Sycamore","ontgomery","Fort Union"
"49-005-58889","Sycamore","ontgomery","Fort Union"
"49-005-58891","Sycamore","ontgomery","Fort Union"
"49-005-58901","Sycamore","ontgomery","Fort Union"
"49-005-58903","Sycamore","ontgomery","Fort Union"
"49-005-58905","Sycamore","ontgomery","Fort Union"
"49-005-58906","Sycamore","ontgomery","Fort Union"
"49-005-58935","Tabitha","ontgomery","Fort Union"
"49-005-58936","Tabitha","ontgomery","Fort Union"
"49-005-58937","Tabitha","ontgomery","Fort Union"
"49-005-58939","ission","alibu","Fort Union"
"49-005-58940","ission","alibu","Fort Union"
"49-005-58942","ission","alibu","Fort Union"
"49-005-58943","ission","alibu","Fort Union"
"49-005-58944","ission","alibu","Fort Union"
"49-005-58945","ission","alibu","Fort Union"
"49-005-58946","ission","alibu","Fort Union"
"49-005-58989","The Chair","Table ountain","Thunder Creek"
"49-005-59032","ission","alibu","Fort Union"
"49-005-59033","ission","alibu","Fort Union"
"49-005-59034","ission","alibu","Fort Union"
"49-005-59035","ission","alibu","Fort Union"
"49-005-59036","ission","alibu","Fort Union"
"49-005-59038","ission","alibu","Fort Union"
"49-005-59039","ission","alibu","Fort Union"
"49-005-59040","ission","alibu","Fort Union"
"49-005-59041","ission","alibu","Fort Union"
"49-005-59042","ission","alibu","Fort Union"
"49-005-59043","ission","alibu","Fort Union"
"49-005-59044","ission","alibu","Fort Union"
"49-005-59045","ission","alibu","Fort Union"
"49-005-59046","ission","alibu","Fort Union"
"49-005-59047","Pearson Draw","South Prong","Fort Union"
"49-005-59048","Pearson Draw","South Prong","Fort Union"
"49-005-59106","Chicken","Horse Creek","IGC"
"49-005-59107","Chicken","Horse Creek","IGC"
"49-005-59108","Chicken","Horse Creek","IGC"
"49-005-59115","Gas Draw","Horse Creek","IGC"
"49-005-59116","Gas Draw","Horse Creek","IGC"
"49-005-59117","Gas Draw","Horse Creek","IGC"
"49-005-59118","Gas Draw","Horse Creek","IGC"
"49-005-59119","Gas Draw","Horse Creek","IGC"
"49-005-59120","Gas Draw","Horse Creek","IGC"
"49-005-59121","Turbine","Echeta","Fort Union"
"49-005-59122","Turbine","Echeta","Fort Union"
"49-005-59123","Tabitha","ontgomery","Fort Union"
"49-005-59126","Sycamore","ontgomery","Fort Union"
"49-005-59127","Sycamore","ontgomery","Fort Union"
"49-005-59130","Sycamore","ontgomery","Fort Union"
"49-005-59131","Sycamore","ontgomery","Fort Union"
"49-005-59132","Sycamore","ontgomery","Fort Union"
"49-005-59133","Sycamore","ontgomery","Fort Union"
"49-005-59134","Sycamore","ontgomery","Fort Union"
"49-005-59135","Sycamore","ontgomery","Fort Union"
"49-005-59136","Sycamore","ontgomery","Fort Union"
"49-005-59137","Tabitha","ontgomery","Fort Union"
"49-005-59138","Sycamore","ontgomery","Fort Union"
"49-005-59139","Sycamore","ontgomery","Fort Union"
"49-005-59140","Sycamore","ontgomery","Fort Union"
"49-005-59142","Turbine","Echeta","Fort Union"
"49-005-59143","Turbine","Echeta","Fort Union"
"49-005-59144","Turbine","Echeta","Fort Union"
"49-005-59145","Turbine","Echeta","Fort Union"
"49-005-59146","Turbine","Echeta","Fort Union"
"49-005-59147","Turbine","Echeta","Fort Union"
"49-005-59148","Turbine","Echeta","Fort Union"
"49-005-59149","Turbine","Echeta","Fort Union"
"49-005-59150","Turbine","Echeta","Fort Union"
"49-005-59151","Turbine","Echeta","Fort Union"
"49-005-59152","Turbine","Echeta","Fort Union"
"49-005-59153","Turbine","Echeta","Fort Union"
"49-005-59154","Turbine","Echeta","Fort Union"
"49-005-59155","Turbine","Echeta","Fort Union"
"49-005-59156","Turbine","Echeta","Fort Union"
"49-005-59157","Turbine","Echeta","Fort Union"
"49-005-59158","Turbine","Echeta","Fort Union"
"49-005-59159","Turbine","Echeta","Fort Union"
"49-005-59160","Turbine","Echeta","Fort Union"
"49-005-59161","Turbine","Echeta","Fort Union"
"49-005-59162","Turbine","Echeta","Fort Union"
"49-005-59163","Turbine","Echeta","Fort Union"
"49-005-59164","Turbine","Echeta","Fort Union"
"49-005-59165","Turbine","Echeta","Fort Union"
"49-005-59166","Turbine","Echeta","Fort Union"
"49-005-59167","Turbine","Echeta","Fort Union"
"49-005-59168","Turbine","Echeta","Fort Union"
"49-005-59169","Turbine","Echeta","Fort Union"
"49-005-59170","Turbine","Echeta","Fort Union"
"49-005-59171","Turbine","Echeta","Fort Union"
"49-005-59172","Turbine","Echeta","Fort Union"
"49-005-59173","Turbine","Echeta","Fort Union"
"49-005-59174","Turbine","Echeta","Fort Union"
"49-005-59175","Turbine","Echeta","Fort Union"
"49-005-59176","Turbine","Echeta","Fort Union"
"49-005-59177","Turbine","Echeta","Fort Union"
"49-005-59178","Turbine","Echeta","Fort Union"
"49-005-59179","Turbine","Echeta","Fort Union"
"49-005-59180","Turbine","Echeta","Fort Union"
"49-005-59181","Turbine","Echeta","Fort Union"
"49-005-59182","Turbine","Echeta","Fort Union"
"49-005-59183","Turbine","Echeta","Fort Union"
"49-005-59184","Turbine","Echeta","Fort Union"
"49-005-59185","Turbine","Echeta","Fort Union"
"49-005-59186","Turbine","Echeta","Fort Union"
"49-005-59187","Turbine","Echeta","Fort Union"
"49-005-59188","Turbine","Echeta","Fort Union"
"49-005-59189","Turbine","Echeta","Fort Union"
"49-005-59190","Turbine","Echeta","Fort Union"
"49-005-59191","Turbine","Echeta","Fort Union"
"49-005-59192","Turbine","Echeta","Fort Union"
"49-005-59193","Turbine","Echeta","Fort Union"
"49-005-59194","Turbine","Echeta","Fort Union"
"49-005-59195","Turbine","Echeta","Fort Union"
"49-005-59196","Turbine","Echeta","Fort Union"
"49-005-59197","Turbine","Echeta","Fort Union"
"49-005-59198","Turbine","Echeta","Fort Union"
"49-005-59199","Turbine","Echeta","Fort Union"
"49-005-59200","Turbine","Echeta","Fort Union"
"49-005-59201","Turbine","Echeta","Fort Union"
"49-005-59202","Turbine","Echeta","Fort Union"
"49-005-59203","Turbine","Echeta","Fort Union"
"49-005-59204","Turbine","Echeta","Fort Union"
"49-005-59205","Turbine","Echeta","Fort Union"
"49-005-59206","Turbine","Echeta","Fort Union"
"49-005-59207","Turbine","Echeta","Fort Union"
"49-005-59208","Turbine","Echeta","Fort Union"
"49-005-59209","Turbine","Echeta","Fort Union"
"49-005-59210","Turbine","Echeta","Fort Union"
"49-005-59213","Turbine","Echeta","Fort Union"
"49-005-59214","Chicken","Horse Creek","IGC"
"49-005-59216","Chicken","Horse Creek","IGC"
"49-005-59217","Gas Draw","Horse Creek","IGC"
"49-005-59230","Sycamore","ontgomery","Fort Union"
"49-005-59231","Sycamore","ontgomery","Fort Union"
"49-005-59237","ission","alibu","Fort Union"
"49-005-59238","ission","alibu","Fort Union"
"49-005-59239","ission","alibu","Fort Union"
"49-005-59265","ission","alibu","Fort Union"
"49-005-59266","ission","alibu","Fort Union"
"49-005-59267","ission","alibu","Fort Union"
"49-005-59268","ission","alibu","Fort Union"
"49-005-59291","Tabitha","ontgomery","Fort Union"
"49-005-59297","Sycamore","ontgomery","Fort Union"
"49-005-59318","Tabitha","ontgomery","Fort Union"
"49-005-59319","Sycamore","ontgomery","Fort Union"
"49-005-59329","Gas Draw","Horse Creek","IGC"
"49-005-59346","Gas Draw","Horse Creek","IGC"
"49-005-59347","Gas Draw","Horse Creek","IGC"
"49-005-59348","Gas Draw","Horse Creek","IGC"
"49-005-59349","Gas Draw","Horse Creek","IGC"
"49-005-59351","Gas Draw","Horse Creek","IGC"
"49-005-59364","Gas Draw","Horse Creek","IGC"
"49-005-59365","Gas Draw","Horse Creek","IGC"
"49-005-59366","Gas Draw","Horse Creek","IGC"
"49-005-59367","Gas Draw","Horse Creek","IGC"
"49-005-59368","Gas Draw","Horse Creek","IGC"
"49-005-59369","Gas Draw","Horse Creek","IGC"
"49-005-59370","Gas Draw","Horse Creek","IGC"
"49-005-59372","Gas Draw","Horse Creek","IGC"
"49-005-59432","Sycamore","ontgomery","Fort Union"
"49-005-59433","Sycamore","ontgomery","Fort Union"
"49-005-59434","Sycamore","ontgomery","Fort Union"
"49-005-59435","Tabitha","ontgomery","Fort Union"
"49-005-59436","Tabitha","ontgomery","Fort Union"
"49-005-59437","Tabitha","ontgomery","Fort Union"
"49-005-59438","Austin","Fletcher/Tex","Fort Union"
"49-005-59443","Turbine","Echeta","Fort Union"
"49-005-59444","Turbine","Echeta","Fort Union"
"49-005-59450","Sycamore","ontgomery","Fort Union"
"49-005-59451","Sycamore","ontgomery","Fort Union"
"49-005-59498","Dallas","Fletcher/Tex","Fort Union"
"49-005-59525","Tabitha","ontgomery","Fort Union"
"49-005-59526","Tabitha","ontgomery","Fort Union"
"49-005-59527","Tabitha","ontgomery","Fort Union"
"49-005-59528","Tabitha","ontgomery","Fort Union"
"49-005-59542","Sycamore","ontgomery","Fort Union"
"49-005-59545","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59561","Dallas","Fletcher/Tex","Thunder Creek"
"49-005-59562","Dallas","Fletcher/Tex","Thunder Creek"
"49-005-59608","ustang","ontgomery","Fort Union"
"49-005-59611","ustang","ontgomery","Fort Union"
"49-005-59612","ustang","ontgomery","Fort Union"
"49-005-59619","Tabitha","ontgomery","Fort Union"
"49-005-59620","Tabitha","ontgomery","Fort Union"
"49-005-59621","Tabitha","ontgomery","Fort Union"
"49-005-59623","Tabitha","ontgomery","Fort Union"
"49-005-59624","ustang","ontgomery","Fort Union"
"49-005-59625","ustang","ontgomery","Fort Union"
"49-005-59626","ustang","ontgomery","Fort Union"
"49-005-59627","ustang","ontgomery","Fort Union"
"49-005-59628","Sycamore","ontgomery","Fort Union"
"49-005-59629","Sycamore","ontgomery","Fort Union"
"49-005-59630","Tabitha","ontgomery","Fort Union"
"49-005-59631","Tabitha","ontgomery","Fort Union"
"49-005-59632","Tabitha","ontgomery","Fort Union"
"49-005-59633","Tabitha","ontgomery","Fort Union"
"49-005-59634","Tabitha","ontgomery","Fort Union"
"49-005-59635","Tabitha","ontgomery","Fort Union"
"49-005-59636","Tabitha","ontgomery","Fort Union"
"49-005-59637","Tabitha","ontgomery","Fort Union"
"49-005-59638","Tabitha","ontgomery","Fort Union"
"49-005-59639","Tabitha","ontgomery","Fort Union"
"49-005-59640","ustang","ontgomery","Fort Union"
"49-005-59641","ustang","ontgomery","Fort Union"
"49-005-59642","ustang","ontgomery","Fort Union"
"49-005-59648","Tabitha","ontgomery","Fort Union"
"49-005-59662","Tabitha","ontgomery","Fort Union"
"49-005-59663","Tabitha","ontgomery","Fort Union"
"49-005-59664","Sycamore","ontgomery","Fort Union"
"49-005-59665","Tabitha","ontgomery","Fort Union"
"49-005-59666","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59667","Tabitha","ontgomery","Fort Union"
"49-005-59668","ustang","ontgomery","Fort Union"
"49-005-59669","ustang","ontgomery","Fort Union"
"49-005-59670","Tabitha","ontgomery","Fort Union"
"49-005-59671","Tabitha","ontgomery","Fort Union"
"49-005-59672","Tabitha","ontgomery","Fort Union"
"49-005-59674","ustang","ontgomery","Fort Union"
"49-005-59675","ustang","ontgomery","Fort Union"
"49-005-59676","ustang","ontgomery","Fort Union"
"49-005-59677","Tabitha","ontgomery","Fort Union"
"49-005-59678","Tabitha","ontgomery","Fort Union"
"49-005-59679","Tabitha","ontgomery","Fort Union"
"49-005-59680","ustang","ontgomery","Fort Union"
"49-005-59681","ustang","ontgomery","Fort Union"
"49-005-59687","Wildcat","organ Draw","Fort Union"
"49-005-59698","ustang","ontgomery","Fort Union"
"49-005-59699","ustang","ontgomery","Fort Union"
"49-005-59701","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59702","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59703","ustang","ontgomery","Fort Union"
"49-005-59704","ustang","ontgomery","Fort Union"
"49-005-59705","ustang","ontgomery","Fort Union"
"49-005-59706","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59712","Pebble Beach","Augusta","Fort Union"
"49-005-59713","Pebble Beach","Augusta","Fort Union"
"49-005-59714","Pebble Beach","Augusta","Fort Union"
"49-005-59715","Pebble Beach","Augusta","Fort Union"
"49-005-59716","Pebble Beach","Augusta","Fort Union"
"49-005-59717","Chicken","Horse Creek","IGC"
"49-005-59718","Pebble Beach","Augusta","Fort Union"
"49-005-59808","Gas Draw","Horse Creek","IGC"
"49-005-59813","Chicken","Horse Creek","IGC"
"49-005-59815","Pebble Beach","Augusta","Fort Union"
"49-005-59816","Pebble Beach","Augusta","Fort Union"
"49-005-59823","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59824","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59825","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59827","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59829","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59831","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59839","Pebble Beach","Augusta","Fort Union"
"49-005-59840","Pebble Beach","Augusta","Fort Union"
"49-005-59865","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59869","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59870","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59871","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59876","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59879","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59880","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59881","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59883","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59885","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59886","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59888","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59889","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59891","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59892","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59893","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-59900","ustang","ontgomery","Fort Union"
"49-005-59902","Winter Park","Vail","Fort Union"
"49-005-59903","Winter Park","Vail","Fort Union"
"49-005-59904","Winter Park","Vail","Fort Union"
"49-005-59907","Winter Park","Vail","Fort Union"
"49-005-59909","Winter Park","Vail","Fort Union"
"49-005-59910","Winter Park","Vail","Fort Union"
"49-005-59922","Tabitha","ontgomery","Fort Union"
"49-005-59923","Tabitha","ontgomery","Fort Union"
"49-005-59955","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59956","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59957","Wildcat","organ Draw","Fort Union"
"49-005-59958","Wildcat","organ Draw","Fort Union"
"49-005-59960","Wildcat","organ Draw","Fort Union"
"49-005-59961","Wildcat","organ Draw","Fort Union"
"49-005-59962","Wildcat","organ Draw","Fort Union"
"49-005-59963","Wildcat","organ Draw","Fort Union"
"49-005-59965","Wildcat","organ Draw","Fort Union"
"49-005-59966","Wildcat","organ Draw","Fort Union"
"49-005-59967","Wildcat","organ Draw","Fort Union"
"49-005-59984","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59985","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59990","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59991","Wildcat","organ Draw","Fort Union"
"49-005-59992","Wildcat","organ Draw","Fort Union"
"49-005-59993","Wildcat","organ Draw","Fort Union"
"49-005-59995","Wildcat","organ Draw","Fort Union"
"49-005-59998","Crenshaw Hill","organ Draw","Fort Union"
"49-005-59999","Crenshaw Hill","organ Draw","Fort Union"
"49-005-60001","Wildcat","organ Draw","Fort Union"
"49-005-60002","Wildcat","organ Draw","Fort Union"
"49-005-60003","Wildcat","organ Draw","Fort Union"
"49-005-60004","Crenshaw Hill","organ Draw","Fort Union"
"49-005-60005","Wildcat","organ Draw","Fort Union"
"49-005-60007","Wildcat","organ Draw","Fort Union"
"49-005-60010","Wildcat","organ Draw","Fort Union"
"49-005-60011","Wildcat","organ Draw","Fort Union"
"49-005-60013","Wildcat","organ Draw","Fort Union"
"49-005-60015","Wildcat","organ Draw","Fort Union"
"49-005-60018","Wildcat","organ Draw","Fort Union"
"49-005-60020","Wildcat","organ Draw","Fort Union"
"49-005-60021","Wildcat","organ Draw","Fort Union"
"49-005-60022","Crenshaw Hill","organ Draw","Fort Union"
"49-005-60023","Wildcat","organ Draw","Fort Union"
"49-005-60024","Wildcat","organ Draw","Fort Union"
"49-005-60025","Wildcat","organ Draw","Fort Union"
"49-005-60026","Wildcat","organ Draw","Fort Union"
"49-005-60027","Wildcat","organ Draw","Fort Union"
"49-005-60028","Wildcat","organ Draw","Fort Union"
"49-005-60029","Wildcat","organ Draw","Fort Union"
"49-005-60030","Wildcat","organ Draw","Fort Union"
"49-005-60031","Wildcat","organ Draw","Fort Union"
"49-005-60032","Wildcat","organ Draw","Fort Union"
